DATE_PST,DATE,TIME,STATION_NAME,STATION_NAME_FULL,O3,O3_OK,REGION
2019-05-01 12:00,2019-05-01,12:00,Hope Airport,HOPE AIRPORT,45,44.3,02 - Lower Mainland
2019-05-02 12:00,2019-05-02,12:00,Hope Airport,HOPE AIRPORT,35,34.8,02 - Lower Mainland
2019-05-03 12:00,2019-05-03,12:00,Hope Airport,HOPE AIRPORT,36,35.7,02 - Lower Mainland
2019-05-04 12:00,2019-05-04,12:00,Hope Airport,HOPE AIRPORT,32,32,02 - Lower Mainland
2019-05-05 12:00,2019-05-05,12:00,Hope Airport,HOPE AIRPORT,30,29.3,02 - Lower Mainland
2019-05-06 12:00,2019-05-06,12:00,Hope Airport,HOPE AIRPORT,0,,02 - Lower Mainland
2019-05-07 12:00,2019-05-07,12:00,Hope Airport,HOPE AIRPORT,38,38,02 - Lower Mainland
2019-05-08 12:00,2019-05-08,12:00,Hope Airport,HOPE AIRPORT,38,37.8,02 - Lower Mainland
2019-05-09 12:00,2019-05-09,12:00,Hope Airport,HOPE AIRPORT,34,33.7,02 - Lower Mainland
2019-05-10 12:00,2019-05-10,12:00,Hope Airport,HOPE AIRPORT,38,37.6,02 - Lower Mainland
2019-05-11 12:00,2019-05-11,12:00,Hope Airport,HOPE AIRPORT,45,44.3,02 - Lower Mainland
2019-05-12 12:00,2019-05-12,12:00,Hope Airport,HOPE AIRPORT,32,32,02 - Lower Mainland
2019-05-13 12:00,2019-05-13,12:00,Hope Airport,HOPE AIRPORT,37,36.4,02 - Lower Mainland
2019-05-14 12:00,2019-05-14,12:00,Hope Airport,HOPE AIRPORT,22,21.2,02 - Lower Mainland
2019-05-15 12:00,2019-05-15,12:00,Hope Airport,HOPE AIRPORT,33,32.2,02 - Lower Mainland
2019-05-16 12:00,2019-05-16,12:00,Hope Airport,HOPE AIRPORT,32,31.3,02 - Lower Mainland
2019-05-17 12:00,2019-05-17,12:00,Hope Airport,HOPE AIRPORT,32,31.3,02 - Lower Mainland
2019-05-18 12:00,2019-05-18,12:00,Hope Airport,HOPE AIRPORT,31,30.8,02 - Lower Mainland
2019-05-19 12:00,2019-05-19,12:00,Hope Airport,HOPE AIRPORT,34,33.3,02 - Lower Mainland
2019-05-20 12:00,2019-05-20,12:00,Hope Airport,HOPE AIRPORT,29,28.6,02 - Lower Mainland
2019-05-21 12:00,2019-05-21,12:00,Hope Airport,HOPE AIRPORT,24,23.3,02 - Lower Mainland
2019-05-22 12:00,2019-05-22,12:00,Hope Airport,HOPE AIRPORT,20,19.6,02 - Lower Mainland
2019-05-23 12:00,2019-05-23,12:00,Hope Airport,HOPE AIRPORT,36,35.5,02 - Lower Mainland
2019-05-24 12:00,2019-05-24,12:00,Hope Airport,HOPE AIRPORT,27,26.8,02 - Lower Mainland
2019-05-25 12:00,2019-05-25,12:00,Hope Airport,HOPE AIRPORT,23,22.1,02 - Lower Mainland
2019-05-26 12:00,2019-05-26,12:00,Hope Airport,HOPE AIRPORT,24,23.9,02 - Lower Mainland
2019-05-27 12:00,2019-05-27,12:00,Hope Airport,HOPE AIRPORT,36,35.8,02 - Lower Mainland
2019-05-28 12:00,2019-05-28,12:00,Hope Airport,HOPE AIRPORT,24,23.3,02 - Lower Mainland
2019-05-29 12:00,2019-05-29,12:00,Hope Airport,HOPE AIRPORT,28,27.6,02 - Lower Mainland
2019-05-30 12:00,2019-05-30,12:00,Hope Airport,HOPE AIRPORT,27,26.4,02 - Lower Mainland
2019-05-31 12:00,2019-05-31,12:00,Hope Airport,HOPE AIRPORT,41,40.5,02 - Lower Mainland
2019-06-01 12:00,2019-06-01,12:00,Hope Airport,HOPE AIRPORT,36,35.5,02 - Lower Mainland
2019-06-02 12:00,2019-06-02,12:00,Hope Airport,HOPE AIRPORT,36,36,02 - Lower Mainland
2019-06-03 12:00,2019-06-03,12:00,Hope Airport,HOPE AIRPORT,41,40.6,02 - Lower Mainland
2019-06-04 12:00,2019-06-04,12:00,Hope Airport,HOPE AIRPORT,41,40.2,02 - Lower Mainland
2019-06-05 12:00,2019-06-05,12:00,Hope Airport,HOPE AIRPORT,39,38.1,02 - Lower Mainland
2019-06-06 12:00,2019-06-06,12:00,Hope Airport,HOPE AIRPORT,36,36,02 - Lower Mainland
2019-06-07 12:00,2019-06-07,12:00,Hope Airport,HOPE AIRPORT,33,32.9,02 - Lower Mainland
2019-06-08 12:00,2019-06-08,12:00,Hope Airport,HOPE AIRPORT,23,22.5,02 - Lower Mainland
2019-06-09 12:00,2019-06-09,12:00,Hope Airport,HOPE AIRPORT,27,26.5,02 - Lower Mainland
2019-06-10 12:00,2019-06-10,12:00,Hope Airport,HOPE AIRPORT,25,24.6,02 - Lower Mainland
2019-06-11 12:00,2019-06-11,12:00,Hope Airport,HOPE AIRPORT,38,37.7,02 - Lower Mainland
2019-06-12 12:00,2019-06-12,12:00,Hope Airport,HOPE AIRPORT,37,36.6,02 - Lower Mainland
2019-06-13 12:00,2019-06-13,12:00,Hope Airport,HOPE AIRPORT,35,34.5,02 - Lower Mainland
2019-06-14 12:00,2019-06-14,12:00,Hope Airport,HOPE AIRPORT,28,28,02 - Lower Mainland
2019-06-15 12:00,2019-06-15,12:00,Hope Airport,HOPE AIRPORT,30,29.9,02 - Lower Mainland
2019-06-16 12:00,2019-06-16,12:00,Hope Airport,HOPE AIRPORT,36,35.5,02 - Lower Mainland
2019-06-17 12:00,2019-06-17,12:00,Hope Airport,HOPE AIRPORT,29,29,02 - Lower Mainland
2019-06-18 12:00,2019-06-18,12:00,Hope Airport,HOPE AIRPORT,25,24.5,02 - Lower Mainland
2019-06-19 12:00,2019-06-19,12:00,Hope Airport,HOPE AIRPORT,26,25.2,02 - Lower Mainland
2019-06-20 12:00,2019-06-20,12:00,Hope Airport,HOPE AIRPORT,26,25.4,02 - Lower Mainland
2019-06-21 12:00,2019-06-21,12:00,Hope Airport,HOPE AIRPORT,26,25.4,02 - Lower Mainland
2019-06-22 12:00,2019-06-22,12:00,Hope Airport,HOPE AIRPORT,16,15.8,02 - Lower Mainland
2019-06-23 12:00,2019-06-23,12:00,Hope Airport,HOPE AIRPORT,20,19.4,02 - Lower Mainland
2019-06-24 12:00,2019-06-24,12:00,Hope Airport,HOPE AIRPORT,27,26.1,02 - Lower Mainland
2019-06-25 12:00,2019-06-25,12:00,Hope Airport,HOPE AIRPORT,27,26.9,02 - Lower Mainland
2019-06-26 12:00,2019-06-26,12:00,Hope Airport,HOPE AIRPORT,32,31.9,02 - Lower Mainland
2019-06-27 12:00,2019-06-27,12:00,Hope Airport,HOPE AIRPORT,31,30.1,02 - Lower Mainland
2019-06-28 12:00,2019-06-28,12:00,Hope Airport,HOPE AIRPORT,29,28.1,02 - Lower Mainland
2019-06-29 12:00,2019-06-29,12:00,Hope Airport,HOPE AIRPORT,33,32.5,02 - Lower Mainland
2019-06-30 12:00,2019-06-30,12:00,Hope Airport,HOPE AIRPORT,26,25.2,02 - Lower Mainland
2019-07-01 12:00,2019-07-01,12:00,Hope Airport,HOPE AIRPORT,41,41,02 - Lower Mainland
2019-07-02 12:00,2019-07-02,12:00,Hope Airport,HOPE AIRPORT,23,22.1,02 - Lower Mainland
2019-07-03 12:00,2019-07-03,12:00,Hope Airport,HOPE AIRPORT,20,19.7,02 - Lower Mainland
2019-07-04 12:00,2019-07-04,12:00,Hope Airport,HOPE AIRPORT,13,12.9,02 - Lower Mainland
2019-07-05 12:00,2019-07-05,12:00,Hope Airport,HOPE AIRPORT,8,7.8,02 - Lower Mainland
2019-07-06 12:00,2019-07-06,12:00,Hope Airport,HOPE AIRPORT,24,23.7,02 - Lower Mainland
2019-07-07 12:00,2019-07-07,12:00,Hope Airport,HOPE AIRPORT,20,19.7,02 - Lower Mainland
2019-07-08 12:00,2019-07-08,12:00,Hope Airport,HOPE AIRPORT,22,21.2,02 - Lower Mainland
2019-07-09 12:00,2019-07-09,12:00,Hope Airport,HOPE AIRPORT,28,27.2,02 - Lower Mainland
2019-07-10 12:00,2019-07-10,12:00,Hope Airport,HOPE AIRPORT,21,20.2,02 - Lower Mainland
2019-07-11 12:00,2019-07-11,12:00,Hope Airport,HOPE AIRPORT,24,23.6,02 - Lower Mainland
2019-07-12 12:00,2019-07-12,12:00,Hope Airport,HOPE AIRPORT,19,18.3,02 - Lower Mainland
2019-07-13 12:00,2019-07-13,12:00,Hope Airport,HOPE AIRPORT,21,20.7,02 - Lower Mainland
2019-07-14 12:00,2019-07-14,12:00,Hope Airport,HOPE AIRPORT,29,28.9,02 - Lower Mainland
2019-07-15 12:00,2019-07-15,12:00,Hope Airport,HOPE AIRPORT,27,26.8,02 - Lower Mainland
2019-07-16 12:00,2019-07-16,12:00,Hope Airport,HOPE AIRPORT,26,25.1,02 - Lower Mainland
2019-07-17 12:00,2019-07-17,12:00,Hope Airport,HOPE AIRPORT,21,20.3,02 - Lower Mainland
2019-07-18 12:00,2019-07-18,12:00,Hope Airport,HOPE AIRPORT,23,22.8,02 - Lower Mainland
2019-07-19 12:00,2019-07-19,12:00,Hope Airport,HOPE AIRPORT,22,21.8,02 - Lower Mainland
2019-07-20 12:00,2019-07-20,12:00,Hope Airport,HOPE AIRPORT,23,22.2,02 - Lower Mainland
2019-07-21 12:00,2019-07-21,12:00,Hope Airport,HOPE AIRPORT,26,25.8,02 - Lower Mainland
2019-07-22 12:00,2019-07-22,12:00,Hope Airport,HOPE AIRPORT,42,41.7,02 - Lower Mainland
2019-07-23 12:00,2019-07-23,12:00,Hope Airport,HOPE AIRPORT,32,31.5,02 - Lower Mainland
2019-07-24 12:00,2019-07-24,12:00,Hope Airport,HOPE AIRPORT,21,20.3,02 - Lower Mainland
2019-07-25 12:00,2019-07-25,12:00,Hope Airport,HOPE AIRPORT,31,30.4,02 - Lower Mainland
2019-07-26 12:00,2019-07-26,12:00,Hope Airport,HOPE AIRPORT,32,31.9,02 - Lower Mainland
2019-07-27 12:00,2019-07-27,12:00,Hope Airport,HOPE AIRPORT,30,29.2,02 - Lower Mainland
2019-07-28 12:00,2019-07-28,12:00,Hope Airport,HOPE AIRPORT,28,27.2,02 - Lower Mainland
2019-07-29 12:00,2019-07-29,12:00,Hope Airport,HOPE AIRPORT,33,32.5,02 - Lower Mainland
2019-07-30 12:00,2019-07-30,12:00,Hope Airport,HOPE AIRPORT,29,28.6,02 - Lower Mainland
2019-07-31 12:00,2019-07-31,12:00,Hope Airport,HOPE AIRPORT,37,37,02 - Lower Mainland
2019-08-01 12:00,2019-08-01,12:00,Hope Airport,HOPE AIRPORT,32,31.8,02 - Lower Mainland
2019-08-02 12:00,2019-08-02,12:00,Hope Airport,HOPE AIRPORT,18,17.4,02 - Lower Mainland
2019-08-03 12:00,2019-08-03,12:00,Hope Airport,HOPE AIRPORT,34,33.7,02 - Lower Mainland
2019-08-04 12:00,2019-08-04,12:00,Hope Airport,HOPE AIRPORT,33,32.3,02 - Lower Mainland
2019-08-05 12:00,2019-08-05,12:00,Hope Airport,HOPE AIRPORT,35,34.8,02 - Lower Mainland
2019-08-06 12:00,2019-08-06,12:00,Hope Airport,HOPE AIRPORT,42,41.3,02 - Lower Mainland
2019-08-07 12:00,2019-08-07,12:00,Hope Airport,HOPE AIRPORT,45,44.7,02 - Lower Mainland
2019-08-08 12:00,2019-08-08,12:00,Hope Airport,HOPE AIRPORT,32,31.6,02 - Lower Mainland
2019-08-09 12:00,2019-08-09,12:00,Hope Airport,HOPE AIRPORT,22,21.2,02 - Lower Mainland
2019-08-10 12:00,2019-08-10,12:00,Hope Airport,HOPE AIRPORT,27,26.6,02 - Lower Mainland
2019-08-11 12:00,2019-08-11,12:00,Hope Airport,HOPE AIRPORT,24,24,02 - Lower Mainland
2019-08-12 12:00,2019-08-12,12:00,Hope Airport,HOPE AIRPORT,25,24.3,02 - Lower Mainland
2019-08-13 12:00,2019-08-13,12:00,Hope Airport,HOPE AIRPORT,28,27.8,02 - Lower Mainland
2019-08-14 12:00,2019-08-14,12:00,Hope Airport,HOPE AIRPORT,42,42,02 - Lower Mainland
2019-08-15 12:00,2019-08-15,12:00,Hope Airport,HOPE AIRPORT,33,32.5,02 - Lower Mainland
2019-08-16 12:00,2019-08-16,12:00,Hope Airport,HOPE AIRPORT,22,21.5,02 - Lower Mainland
2019-08-17 12:00,2019-08-17,12:00,Hope Airport,HOPE AIRPORT,21,20.4,02 - Lower Mainland
2019-08-18 12:00,2019-08-18,12:00,Hope Airport,HOPE AIRPORT,28,27.1,02 - Lower Mainland
2019-08-19 12:00,2019-08-19,12:00,Hope Airport,HOPE AIRPORT,29,28.1,02 - Lower Mainland
2019-08-20 12:00,2019-08-20,12:00,Hope Airport,HOPE AIRPORT,32,31.9,02 - Lower Mainland
2019-08-21 12:00,2019-08-21,12:00,Hope Airport,HOPE AIRPORT,21,20.8,02 - Lower Mainland
2019-08-22 12:00,2019-08-22,12:00,Hope Airport,HOPE AIRPORT,28,27.2,02 - Lower Mainland
2019-08-23 12:00,2019-08-23,12:00,Hope Airport,HOPE AIRPORT,14,13.2,02 - Lower Mainland
2019-08-24 12:00,2019-08-24,12:00,Hope Airport,HOPE AIRPORT,25,24.2,02 - Lower Mainland
2019-08-25 12:00,2019-08-25,12:00,Hope Airport,HOPE AIRPORT,25,24.4,02 - Lower Mainland
2019-08-26 12:00,2019-08-26,12:00,Hope Airport,HOPE AIRPORT,28,27.7,02 - Lower Mainland
2019-08-27 12:00,2019-08-27,12:00,Hope Airport,HOPE AIRPORT,29,28.3,02 - Lower Mainland
2019-08-28 12:00,2019-08-28,12:00,Hope Airport,HOPE AIRPORT,29,28.7,02 - Lower Mainland
2019-08-29 12:00,2019-08-29,12:00,Hope Airport,HOPE AIRPORT,36,35.7,02 - Lower Mainland
2019-08-30 12:00,2019-08-30,12:00,Hope Airport,HOPE AIRPORT,26,25.4,02 - Lower Mainland
2019-08-31 12:00,2019-08-31,12:00,Hope Airport,HOPE AIRPORT,18,17.9,02 - Lower Mainland
2019-09-01 12:00,2019-09-01,12:00,Hope Airport,HOPE AIRPORT,28,27.3,02 - Lower Mainland
2019-09-02 12:00,2019-09-02,12:00,Hope Airport,HOPE AIRPORT,31,30.8,02 - Lower Mainland
2019-09-03 12:00,2019-09-03,12:00,Hope Airport,HOPE AIRPORT,36,35.5,02 - Lower Mainland
2019-09-04 12:00,2019-09-04,12:00,Hope Airport,HOPE AIRPORT,26,25.6,02 - Lower Mainland
2019-09-05 12:00,2019-09-05,12:00,Hope Airport,HOPE AIRPORT,30,29.2,02 - Lower Mainland
2019-09-06 12:00,2019-09-06,12:00,Hope Airport,HOPE AIRPORT,37,36.7,02 - Lower Mainland
2019-09-07 12:00,2019-09-07,12:00,Hope Airport,HOPE AIRPORT,20,19.9,02 - Lower Mainland
2019-09-08 12:00,2019-09-08,12:00,Hope Airport,HOPE AIRPORT,18,17.5,02 - Lower Mainland
2019-09-09 12:00,2019-09-09,12:00,Hope Airport,HOPE AIRPORT,22,21.4,02 - Lower Mainland
2019-09-10 12:00,2019-09-10,12:00,Hope Airport,HOPE AIRPORT,20,19.3,02 - Lower Mainland
2019-09-11 12:00,2019-09-11,12:00,Hope Airport,HOPE AIRPORT,16,16,02 - Lower Mainland
2019-09-12 12:00,2019-09-12,12:00,Hope Airport,HOPE AIRPORT,16,15.2,02 - Lower Mainland
2019-09-13 12:00,2019-09-13,12:00,Hope Airport,HOPE AIRPORT,19,18.2,02 - Lower Mainland
2019-09-14 12:00,2019-09-14,12:00,Hope Airport,HOPE AIRPORT,27,26.1,02 - Lower Mainland
2019-09-15 12:00,2019-09-15,12:00,Hope Airport,HOPE AIRPORT,24,23.4,02 - Lower Mainland
2019-09-16 12:00,2019-09-16,12:00,Hope Airport,HOPE AIRPORT,12,11.6,02 - Lower Mainland
2019-09-17 12:00,2019-09-17,12:00,Hope Airport,HOPE AIRPORT,6,5.1,02 - Lower Mainland
2019-09-18 12:00,2019-09-18,12:00,Hope Airport,HOPE AIRPORT,4,3.3,02 - Lower Mainland
2019-09-19 12:00,2019-09-19,12:00,Hope Airport,HOPE AIRPORT,10,10,02 - Lower Mainland
2019-09-20 12:00,2019-09-20,12:00,Hope Airport,HOPE AIRPORT,21,20.2,02 - Lower Mainland
2019-09-21 12:00,2019-09-21,12:00,Hope Airport,HOPE AIRPORT,16,16,02 - Lower Mainland
2019-09-22 12:00,2019-09-22,12:00,Hope Airport,HOPE AIRPORT,4,3.6,02 - Lower Mainland
2019-09-23 12:00,2019-09-23,12:00,Hope Airport,HOPE AIRPORT,28,27.7,02 - Lower Mainland
2019-09-24 12:00,2019-09-24,12:00,Hope Airport,HOPE AIRPORT,24,23.9,02 - Lower Mainland
2019-09-25 12:00,2019-09-25,12:00,Hope Airport,HOPE AIRPORT,28,27.8,02 - Lower Mainland
2019-09-26 12:00,2019-09-26,12:00,Hope Airport,HOPE AIRPORT,21,20.4,02 - Lower Mainland
2019-09-27 12:00,2019-09-27,12:00,Hope Airport,HOPE AIRPORT,30,29.1,02 - Lower Mainland
2019-09-28 12:00,2019-09-28,12:00,Hope Airport,HOPE AIRPORT,23,22.8,02 - Lower Mainland
2019-09-29 12:00,2019-09-29,12:00,Hope Airport,HOPE AIRPORT,26,25.1,02 - Lower Mainland
2019-09-30 12:00,2019-09-30,12:00,Hope Airport,HOPE AIRPORT,21,20.1,02 - Lower Mainland
2019-10-01 12:00,2019-10-01,12:00,Hope Airport,HOPE AIRPORT,13,12.7,02 - Lower Mainland
2019-10-02 12:00,2019-10-02,12:00,Hope Airport,HOPE AIRPORT,11,10.8,02 - Lower Mainland
2019-10-03 12:00,2019-10-03,12:00,Hope Airport,HOPE AIRPORT,12,11.8,02 - Lower Mainland
2019-10-04 12:00,2019-10-04,12:00,Hope Airport,HOPE AIRPORT,9,8.2,02 - Lower Mainland
2019-10-05 12:00,2019-10-05,12:00,Hope Airport,HOPE AIRPORT,23,22.1,02 - Lower Mainland
2019-10-06 12:00,2019-10-06,12:00,Hope Airport,HOPE AIRPORT,12,11.6,02 - Lower Mainland
2019-10-07 12:00,2019-10-07,12:00,Hope Airport,HOPE AIRPORT,20,19.1,02 - Lower Mainland
2019-10-08 12:00,2019-10-08,12:00,Hope Airport,HOPE AIRPORT,25,24.2,02 - Lower Mainland
2019-10-09 12:00,2019-10-09,12:00,Hope Airport,HOPE AIRPORT,30,29.1,02 - Lower Mainland
2019-10-10 12:00,2019-10-10,12:00,Hope Airport,HOPE AIRPORT,26,25.5,02 - Lower Mainland
2019-10-11 12:00,2019-10-11,12:00,Hope Airport,HOPE AIRPORT,24,23.8,02 - Lower Mainland
2019-10-12 12:00,2019-10-12,12:00,Hope Airport,HOPE AIRPORT,13,12.7,02 - Lower Mainland
2019-10-13 12:00,2019-10-13,12:00,Hope Airport,HOPE AIRPORT,18,17.6,02 - Lower Mainland
2019-10-14 12:00,2019-10-14,12:00,Hope Airport,HOPE AIRPORT,11,10.8,02 - Lower Mainland
2019-10-15 12:00,2019-10-15,12:00,Hope Airport,HOPE AIRPORT,14,13.3,02 - Lower Mainland
2019-10-16 12:00,2019-10-16,12:00,Hope Airport,HOPE AIRPORT,10,9.1,02 - Lower Mainland
2019-10-17 12:00,2019-10-17,12:00,Hope Airport,HOPE AIRPORT,21,20.9,02 - Lower Mainland
2019-10-18 12:00,2019-10-18,12:00,Hope Airport,HOPE AIRPORT,23,22.6,02 - Lower Mainland
2019-10-19 12:00,2019-10-19,12:00,Hope Airport,HOPE AIRPORT,16,15.4,02 - Lower Mainland
2019-10-20 12:00,2019-10-20,12:00,Hope Airport,HOPE AIRPORT,13,12.8,02 - Lower Mainland
2019-10-21 12:00,2019-10-21,12:00,Hope Airport,HOPE AIRPORT,22,21.9,02 - Lower Mainland
2019-10-22 12:00,2019-10-22,12:00,Hope Airport,HOPE AIRPORT,28,27.1,02 - Lower Mainland
2019-10-23 12:00,2019-10-23,12:00,Hope Airport,HOPE AIRPORT,14,13.4,02 - Lower Mainland
2019-10-24 12:00,2019-10-24,12:00,Hope Airport,HOPE AIRPORT,4,3.9,02 - Lower Mainland
2019-10-25 12:00,2019-10-25,12:00,Hope Airport,HOPE AIRPORT,30,29.7,02 - Lower Mainland
2019-10-26 12:00,2019-10-26,12:00,Hope Airport,HOPE AIRPORT,18,17.1,02 - Lower Mainland
2019-10-27 12:00,2019-10-27,12:00,Hope Airport,HOPE AIRPORT,17,16.6,02 - Lower Mainland
2019-10-28 12:00,2019-10-28,12:00,Hope Airport,HOPE AIRPORT,14,13.1,02 - Lower Mainland
2019-10-29 12:00,2019-10-29,12:00,Hope Airport,HOPE AIRPORT,36,35.4,02 - Lower Mainland
2019-10-30 12:00,2019-10-30,12:00,Hope Airport,HOPE AIRPORT,25,24.1,02 - Lower Mainland
2019-10-31 12:00,2019-10-31,12:00,Hope Airport,HOPE AIRPORT,16,15.8,02 - Lower Mainland
2019-11-01 12:00,2019-11-01,12:00,Hope Airport,HOPE AIRPORT,18,17.9,02 - Lower Mainland
2019-11-02 12:00,2019-11-02,12:00,Hope Airport,HOPE AIRPORT,15,14.7,02 - Lower Mainland
2019-11-03 12:00,2019-11-03,12:00,Hope Airport,HOPE AIRPORT,10,9.5,02 - Lower Mainland
2019-11-04 12:00,2019-11-04,12:00,Hope Airport,HOPE AIRPORT,4,3.9,02 - Lower Mainland
2019-11-05 12:00,2019-11-05,12:00,Hope Airport,HOPE AIRPORT,8,7.2,02 - Lower Mainland
2019-11-06 12:00,2019-11-06,12:00,Hope Airport,HOPE AIRPORT,19,18.5,02 - Lower Mainland
2019-11-07 12:00,2019-11-07,12:00,Hope Airport,HOPE AIRPORT,14,13.6,02 - Lower Mainland
2019-11-08 12:00,2019-11-08,12:00,Hope Airport,HOPE AIRPORT,7,6.7,02 - Lower Mainland
2019-11-09 12:00,2019-11-09,12:00,Hope Airport,HOPE AIRPORT,3,2.5,02 - Lower Mainland
2019-11-10 12:00,2019-11-10,12:00,Hope Airport,HOPE AIRPORT,11,10.1,02 - Lower Mainland
2019-11-11 12:00,2019-11-11,12:00,Hope Airport,HOPE AIRPORT,19,18.3,02 - Lower Mainland
2019-11-12 12:00,2019-11-12,12:00,Hope Airport,HOPE AIRPORT,1,0.8,02 - Lower Mainland
2019-11-13 12:00,2019-11-13,12:00,Hope Airport,HOPE AIRPORT,5,4.6,02 - Lower Mainland
2019-11-14 12:00,2019-11-14,12:00,Hope Airport,HOPE AIRPORT,5,4.8,02 - Lower Mainland
2019-11-15 12:00,2019-11-15,12:00,Hope Airport,HOPE AIRPORT,1,0.5,02 - Lower Mainland
2019-11-16 12:00,2019-11-16,12:00,Hope Airport,HOPE AIRPORT,6,5.1,02 - Lower Mainland
2019-11-17 12:00,2019-11-17,12:00,Hope Airport,HOPE AIRPORT,16,15.8,02 - Lower Mainland
2019-11-18 12:00,2019-11-18,12:00,Hope Airport,HOPE AIRPORT,7,7,02 - Lower Mainland
2019-11-19 12:00,2019-11-19,12:00,Hope Airport,HOPE AIRPORT,11,11,02 - Lower Mainland
2019-11-20 12:00,2019-11-20,12:00,Hope Airport,HOPE AIRPORT,22,21.9,02 - Lower Mainland
2019-11-21 12:00,2019-11-21,12:00,Hope Airport,HOPE AIRPORT,19,18.7,02 - Lower Mainland
2019-11-22 12:00,2019-11-22,12:00,Hope Airport,HOPE AIRPORT,5,4.2,02 - Lower Mainland
2019-11-23 12:00,2019-11-23,12:00,Hope Airport,HOPE AIRPORT,17,16.2,02 - Lower Mainland
2019-11-24 12:00,2019-11-24,12:00,Hope Airport,HOPE AIRPORT,34,34,02 - Lower Mainland
2019-11-25 12:00,2019-11-25,12:00,Hope Airport,HOPE AIRPORT,26,25.8,02 - Lower Mainland
2019-11-26 12:00,2019-11-26,12:00,Hope Airport,HOPE AIRPORT,26,25.2,02 - Lower Mainland
2019-11-27 12:00,2019-11-27,12:00,Hope Airport,HOPE AIRPORT,31,30.8,02 - Lower Mainland
2019-11-28 12:00,2019-11-28,12:00,Hope Airport,HOPE AIRPORT,27,26.4,02 - Lower Mainland
2019-11-29 12:00,2019-11-29,12:00,Hope Airport,HOPE AIRPORT,26,25.2,02 - Lower Mainland
2019-11-30 12:00,2019-11-30,12:00,Hope Airport,HOPE AIRPORT,21,20.8,02 - Lower Mainland
2019-12-01 12:00,2019-12-01,12:00,Hope Airport,HOPE AIRPORT,19,18.1,02 - Lower Mainland
2019-12-02 12:00,2019-12-02,12:00,Hope Airport,HOPE AIRPORT,4,3.4,02 - Lower Mainland
2019-12-03 12:00,2019-12-03,12:00,Hope Airport,HOPE AIRPORT,12,11.8,02 - Lower Mainland
2019-12-04 12:00,2019-12-04,12:00,Hope Airport,HOPE AIRPORT,12,11.1,02 - Lower Mainland
2019-12-05 12:00,2019-12-05,12:00,Hope Airport,HOPE AIRPORT,20,20,02 - Lower Mainland
2019-12-06 12:00,2019-12-06,12:00,Hope Airport,HOPE AIRPORT,12,11.2,02 - Lower Mainland
2019-12-07 12:00,2019-12-07,12:00,Hope Airport,HOPE AIRPORT,1,0.6,02 - Lower Mainland
2019-12-08 12:00,2019-12-08,12:00,Hope Airport,HOPE AIRPORT,17,16.7,02 - Lower Mainland
2019-12-09 12:00,2019-12-09,12:00,Hope Airport,HOPE AIRPORT,7,6.6,02 - Lower Mainland
2019-12-10 12:00,2019-12-10,12:00,Hope Airport,HOPE AIRPORT,7,6.1,02 - Lower Mainland
2019-12-11 12:00,2019-12-11,12:00,Hope Airport,HOPE AIRPORT,2,1.8,02 - Lower Mainland
2019-12-12 12:00,2019-12-12,12:00,Hope Airport,HOPE AIRPORT,11,10.1,02 - Lower Mainland
2019-12-13 12:00,2019-12-13,12:00,Hope Airport,HOPE AIRPORT,26,25.3,02 - Lower Mainland
2019-12-14 12:00,2019-12-14,12:00,Hope Airport,HOPE AIRPORT,12,11.6,02 - Lower Mainland
2019-12-15 12:00,2019-12-15,12:00,Hope Airport,HOPE AIRPORT,11,10.7,02 - Lower Mainland
2019-12-16 12:00,2019-12-16,12:00,Hope Airport,HOPE AIRPORT,9,8.3,02 - Lower Mainland
2019-12-17 12:00,2019-12-17,12:00,Hope Airport,HOPE AIRPORT,2,1.4,02 - Lower Mainland
2019-12-18 12:00,2019-12-18,12:00,Hope Airport,HOPE AIRPORT,4,3.3,02 - Lower Mainland
2019-12-19 12:00,2019-12-19,12:00,Hope Airport,HOPE AIRPORT,6,5.5,02 - Lower Mainland
2019-12-20 12:00,2019-12-20,12:00,Hope Airport,HOPE AIRPORT,8,7.3,02 - Lower Mainland
2019-12-21 12:00,2019-12-21,12:00,Hope Airport,HOPE AIRPORT,2,1.1,02 - Lower Mainland
2019-12-22 12:00,2019-12-22,12:00,Hope Airport,HOPE AIRPORT,20,19.8,02 - Lower Mainland
2019-12-23 12:00,2019-12-23,12:00,Hope Airport,HOPE AIRPORT,21,20.4,02 - Lower Mainland
2019-12-24 12:00,2019-12-24,12:00,Hope Airport,HOPE AIRPORT,4,3.6,02 - Lower Mainland
2019-12-25 12:00,2019-12-25,12:00,Hope Airport,HOPE AIRPORT,22,21.4,02 - Lower Mainland
2019-12-26 12:00,2019-12-26,12:00,Hope Airport,HOPE AIRPORT,17,16.5,02 - Lower Mainland
2019-12-27 12:00,2019-12-27,12:00,Hope Airport,HOPE AIRPORT,2,1.4,02 - Lower Mainland
2019-12-28 12:00,2019-12-28,12:00,Hope Airport,HOPE AIRPORT,4,3.2,02 - Lower Mainland
2019-12-29 12:00,2019-12-29,12:00,Hope Airport,HOPE AIRPORT,10,10,02 - Lower Mainland
2019-12-30 12:00,2019-12-30,12:00,Hope Airport,HOPE AIRPORT,1,0.7,02 - Lower Mainland
2019-12-31 12:00,2019-12-31,12:00,Hope Airport,HOPE AIRPORT,15,14.7,02 - Lower Mainland
